usage_date,client_id,service_type,domain,action,product_id,invoice_category,timezone,bandwidth_mb,total_request,success_request,usd_rate,revenue_usd
2026-04-29,4,Payments,payhub.io,payhub-subscription,30,Payments/Subscription,UTC,0.0,84077,81227,0.00028000,22.743560
2026-04-29,4,Payments,api.payhub.io,payhub-payout,31,Payments/Payout,UTC,0.0,55642,52781,0.00032000,16.889920
2026-04-29,4,Payments,api.payhub.io,payhub-dispute,32,Payments/Dispute,UTC,0.0,33425,32604,0.00040000,13.041600
2026-04-29,5,Proxy,gateway.dfproxy.net,proxy-mercora-t1,36,Proxy Gateway,Asia/Seoul,36689.04,513059,506779,0.00045000,16.510068
2026-04-29,5,Scraper,mercora.com,mercora-pdp,34,Mercora/Retail,Europe/Moscow,0.0,36673,33984,0.00180000,61.171200
2026-04-29,5,Scraper,mercora.com,mercora-price,35,Mercora Pricing,Europe/Moscow,0.0,21146,19867,0.00120000,23.840400
2026-04-29,5,Scraper,mercora.ru,mercora-seller,37,Mercora Marketplace,Europe/Moscow,0.0,12035,11090,0.00090000,9.981000
2026-04-29,5,Scraper,mercora.ru,mercora-review,38,Mercora Reviews,Europe/Moscow,0.0,17057,16194,0.00060000,9.716400
2026-04-29,5,Scraper,mercora.com,mercora-category,39,Mercora Discovery,Europe/Moscow,0.0,18464,17768,0.00090000,15.991200
2026-04-29,6,Payments,pay.lumina-retail.com,lumina-checkout,43,Payments/Lumina,Asia/Singapore,0.0,13349,12911,0.00028000,3.615080
2026-04-29,6,Proxy,gateway.dfproxy.net,proxy-lumina-t1,41,Proxy Gateway,UTC,32737.91,421469,415240,0.00048000,15.714197
2026-04-29,6,Scraper,lumina-retail.com,lumina-pdp,40,Lumina/Retail,Asia/Singapore,0.0,21794,20841,0.00180000,37.513800
2026-04-29,6,Scraper,luminahome.com,lumina-home-plp,42,Lumina Home,Asia/Singapore,0.0,5870,5461,0.00150000,8.191500
2026-04-29,6,Scraper,lumina-retail.com,lumina-stock,44,Lumina Inventory,Asia/Singapore,0.0,6554,6166,0.00090000,5.549400
2026-04-29,7,Scraper,skyfare.com,skyfare-fare,46,Skyfare/Flights,Asia/Bangkok,0.0,9758,9310,0.00250000,23.275000
2026-04-29,7,Scraper,skyfare.com,skyfare-bundle,47,Skyfare Ancillary,Asia/Bangkok,0.0,9218,8697,0.00120000,10.436400
2026-04-29,7,Scraper,skyfare.com,skyfare-seat,48,Skyfare/Flights,Asia/Bangkok,0.0,6777,6407,0.00090000,5.766300
2026-04-29,7,Scraper,skyfare.com,skyfare-baggage,49,Skyfare Ancillary,Asia/Bangkok,0.0,8077,7537,0.00060000,4.522200
2026-04-29,8,Proxy,edge.dfproxy.net,proxy-nomadly-t1,51,Proxy Edge,Indian/Cocos,21194.95,214992,200608,0.00050000,10.597475
2026-04-29,8,Scraper,nomadly.travel,nomadly-hotel,50,Nomadly/Hotels,Europe/Paris,0.0,7385,7159,0.00220000,15.749800
2026-04-29,8,Scraper,nomadly.travel,nomadly-prorate,52,Nomadly Prorate,Europe/Paris,0.0,6670,6519,0.00090000,5.867100
2026-04-29,8,Scraper,nomadly.travel,nomadly-review,53,Nomadly Reviews,Europe/Paris,0.0,6447,6194,0.00060000,3.716400
2026-04-29,9,Proxy,gateway.dfproxy.net,proxy-kiosko-t1,55,Proxy Gateway,Asia/Jakarta,24098.02,398093,374921,0.00045000,10.844109
2026-04-29,9,Scraper,kiosko.cl,kiosko-pdp,54,Kiosko/Retail,America/Santiago,0.0,12233,11294,0.00180000,20.329200
2026-04-29,9,Scraper,kiosko.pe,kiosko-pe-plp,56,Kiosko/Retail LATAM,America/Santiago,0.0,4666,4420,0.00150000,6.630000
2026-04-29,10,Account,auth.dfnet.io,bytecart-account-pool,59,Account Pool Global,UTC,0.0,24357,23179,0.00020000,4.635800
2026-04-29,10,Proxy,edge.dfproxy.net,proxy-bytecart-t1,58,Proxy Edge,Europe/Amsterdam,16723.39,212005,207353,0.00050000,8.361695
2026-04-29,10,Scraper,bytecart.io,bytecart-serp,57,Bytecart Search,UTC,0.0,55776,52607,0.00028000,14.729960
2026-04-29,11,Scraper,freshroute.id,freshroute-menu,60,Food Regular FreshRoute,Asia/Jakarta,0.0,11809,11335,0.00110000,12.468500
2026-04-29,11,Scraper,freshroute.my,freshroute-my-menu,61,Food Regular FreshRoute,Asia/Jakarta,0.0,5467,5083,0.00110000,5.591300
2026-04-29,11,Scraper,freshroute.id,freshroute-delivery,62,Logistic,Asia/Jakarta,0.0,4492,4120,0.00090000,3.708000
2026-04-29,12,Proxy,gateway.dfproxy.net,proxy-globalwear-t1,65,Proxy Gateway,UTC,6935.76,98531,92203,0.00048000,3.329165
2026-04-29,12,Scraper,globalwear.com,globalwear-pdp,63,GlobalWear/Retail,Europe/Berlin,0.0,6095,5695,0.00180000,10.251000
2026-04-29,12,Scraper,globalwear.eu,globalwear-eu-plp,64,GlobalWear/Retail EU,Europe/Berlin,0.0,3599,3342,0.00150000,5.013000
2026-04-29,13,Account,auth.dfnet.io,tokopanda-account-pool,67,Account Pool SEA,Asia/Jakarta,0.0,10440,10154,0.00020000,2.030800
2026-04-29,13,Scraper,tokopanda.co.id,tokopanda-pdp,66,Tokopanda/Retail,Asia/Jakarta,0.0,2600,2503,0.00180000,4.505400
2026-04-29,14,Account,auth.dfnet.io,pixelbay-account-pool,69,Account Pool Global,UTC,0.0,4036,3971,0.00020000,0.794200
2026-04-29,14,Scraper,pixelbay.io,pixelbay-asset,68,Pixelbay Catalog,UTC,0.0,1920,1901,0.00090000,1.710900
2026-04-30,1,Account,auth.dfnet.io,rakuza-account-pool,11,Account Pool KR,Asia/Seoul,0.0,89900,87438,0.00020000,17.487600
2026-04-30,1,Scraper,rakuza.co.kr,rakuza-pdp,1,Rakuza/Retail,Asia/Seoul,0.0,43058,42083,0.00300000,126.249000
2026-04-30,1,Scraper,m.rakuza.co.kr,rakuza-mobile-pdp,2,Rakuza/Retail,Asia/Seoul,0.0,19831,19340,0.00300000,58.020000
2026-04-30,1,Scraper,rakuza.co.kr,rakuza-plp,3,Rakuza/Retail,Asia/Seoul,0.0,30610,28732,0.00150000,43.098000
2026-04-30,1,Scraper,rakuza.com,rakuza-search,4,Rakuza Search,Asia/Seoul,0.0,27996,27165,0.00120000,32.598000
2026-04-30,1,Scraper,rakuza.com,rakuza-deal,5,Rakuza Promo,Asia/Seoul,0.0,21752,20590,0.00125000,25.737500
2026-04-30,1,Scraper,rakuza.com,rakuza-review,8,Rakuza Reviews,Asia/Seoul,0.0,49836,47153,0.00060000,28.291800
2026-04-30,1,Scraper,rakuza.co.kr,rakuza-coupon,9,Rakuza Promo,Asia/Seoul,0.0,37524,36083,0.00060000,21.649800
2026-04-30,1,Scraper,rakuza.com,rakuza-sitemap,10,Rakuza Discovery,Asia/Seoul,0.0,62548,61426,0.00028000,17.199280
2026-04-30,2,Payments,pay.vendora.com.br,vendora-checkout,17,Payments/Vendora,America/Sao_Paulo,0.0,48728,45822,0.00028000,12.830160
2026-04-30,2,Proxy,gateway.dfproxy.net,proxy-vendora-t1,13,Proxy Gateway,Asia/Jakarta,91264.11,1143687,1098557,0.00045000,41.068850
2026-04-30,2,Proxy,edge.dfproxy.net,proxy-vendora-t2,15,Proxy Edge,Indian/Cocos,38938.57,438167,415208,0.00050000,19.469285
2026-04-30,2,Scraper,vendora.com.br,vendora-pdp,12,Vendora/Retail,America/Sao_Paulo,0.0,44419,43636,0.00180000,78.544800
2026-04-30,2,Scraper,vendora.mx,vendora-mx-plp,14,Vendora/Retail LATAM,America/Sao_Paulo,0.0,16715,15818,0.00150000,23.727000
2026-04-30,2,Scraper,vendora.com.br,vendora-seller,16,Vendora Marketplace,America/Sao_Paulo,0.0,17279,16884,0.00090000,15.195600
2026-04-30,2,Scraper,vendora.com.br,vendora-category,18,Vendora Discovery,America/Sao_Paulo,0.0,18763,17819,0.00090000,16.037100
2026-04-30,2,Scraper,vendora.mx,vendora-review,19,Vendora Reviews,America/Sao_Paulo,0.0,30576,28815,0.00060000,17.289000
2026-04-30,3,Proxy,gateway.dfproxy.net,proxy-zenkart-t1,21,Proxy Gateway,Indian/Cocos,71873.08,799077,754046,0.00048000,34.499078
2026-04-30,3,Proxy,edge.dfproxy.net,proxy-zenkart-t2,25,Proxy Edge,Asia/Jakarta,30260.63,358412,340717,0.00050000,15.130315
2026-04-30,3,Scraper,zenkart.co.id,zenkart-pdp,20,Zenkart/Retail,Asia/Jakarta,0.0,36248,33630,0.00180000,60.534000
2026-04-30,3,Scraper,zenkart.co.id,zenkart-food,22,Food Regular Zenkart,Asia/Jakarta,0.0,20826,20083,0.00110000,22.091300
2026-04-30,3,Scraper,zenkart.sg,zenkart-sg-plp,23,Zenkart/Retail SG,Asia/Jakarta,0.0,9690,9305,0.00150000,13.957500
2026-04-30,3,Scraper,zenkart.co.id,zenkart-transport,24,Transport,Asia/Jakarta,0.0,9685,9339,0.00090000,8.405100
2026-04-30,3,Scraper,zenkart.co.id,zenkart-brand-store,26,Zenkart Promo,Asia/Jakarta,0.0,9052,8717,0.00125000,10.896250
2026-04-30,4,Account,auth.dfnet.io,payhub-account-pool,33,Account Pool Global,UTC,0.0,75289,72231,0.00020000,14.446200
2026-04-30,4,Payments,payhub.io,payhub-retail,29,Payments/Retail,UTC,0.0,212788,196620,0.00028000,55.053600
2026-04-30,4,Payments,payhub.io,payhub-subscription,30,Payments/Subscription,UTC,0.0,106366,103834,0.00028000,29.073520
2026-04-30,4,Payments,api.payhub.io,payhub-payout,31,Payments/Payout,UTC,0.0,45950,44708,0.00032000,14.306560
2026-04-30,4,Payments,api.payhub.io,payhub-dispute,32,Payments/Dispute,UTC,0.0,31956,30639,0.00040000,12.255600
2026-04-30,5,Proxy,gateway.dfproxy.net,proxy-mercora-t1,36,Proxy Gateway,Asia/Seoul,36698.42,516868,506909,0.00045000,16.514289
2026-04-30,5,Scraper,mercora.com,mercora-pdp,34,Mercora/Retail,Europe/Moscow,0.0,29302,26893,0.00180000,48.407400
2026-04-30,5,Scraper,mercora.com,mercora-price,35,Mercora Pricing,Europe/Moscow,0.0,21154,19762,0.00120000,23.714400
2026-04-30,5,Scraper,mercora.ru,mercora-seller,37,Mercora Marketplace,Europe/Moscow,0.0,12879,11951,0.00090000,10.755900
2026-04-30,5,Scraper,mercora.ru,mercora-review,38,Mercora Reviews,Europe/Moscow,0.0,11023,10321,0.00060000,6.192600
2026-04-30,5,Scraper,mercora.com,mercora-category,39,Mercora Discovery,Europe/Moscow,0.0,16386,15715,0.00090000,14.143500
2026-04-30,6,Payments,pay.lumina-retail.com,lumina-checkout,43,Payments/Lumina,Asia/Singapore,0.0,15092,14758,0.00028000,4.132240
2026-04-30,6,Proxy,gateway.dfproxy.net,proxy-lumina-t1,41,Proxy Gateway,UTC,28176.88,363102,357389,0.00048000,13.524902
2026-04-30,6,Scraper,lumina-retail.com,lumina-pdp,40,Lumina/Retail,Asia/Singapore,0.0,14918,14357,0.00180000,25.842600
2026-04-30,6,Scraper,luminahome.com,lumina-home-plp,42,Lumina Home,Asia/Singapore,0.0,7146,6549,0.00150000,9.823500
2026-04-30,6,Scraper,lumina-retail.com,lumina-stock,44,Lumina Inventory,Asia/Singapore,0.0,6780,6391,0.00090000,5.751900
2026-04-30,7,Scraper,skyfare.com,skyfare-fare,46,Skyfare/Flights,Asia/Bangkok,0.0,7874,7594,0.00250000,18.985000
2026-04-30,7,Scraper,skyfare.com,skyfare-bundle,47,Skyfare Ancillary,Asia/Bangkok,0.0,8157,7776,0.00120000,9.331200
2026-04-30,7,Scraper,skyfare.com,skyfare-seat,48,Skyfare/Flights,Asia/Bangkok,0.0,6181,5935,0.00090000,5.341500
2026-04-30,7,Scraper,skyfare.com,skyfare-baggage,49,Skyfare Ancillary,Asia/Bangkok,0.0,6524,6143,0.00060000,3.685800
2026-04-30,8,Proxy,edge.dfproxy.net,proxy-nomadly-t1,51,Proxy Edge,Indian/Cocos,19691.28,195873,186376,0.00050000,9.845640
2026-04-30,8,Scraper,nomadly.travel,nomadly-hotel,50,Nomadly/Hotels,Europe/Paris,0.0,8201,7980,0.00220000,17.556000
2026-04-30,8,Scraper,nomadly.travel,nomadly-prorate,52,Nomadly Prorate,Europe/Paris,0.0,5907,5683,0.00090000,5.114700
2026-04-30,8,Scraper,nomadly.travel,nomadly-review,53,Nomadly Reviews,Europe/Paris,0.0,6359,6057,0.00060000,3.634200
2026-04-30,9,Proxy,gateway.dfproxy.net,proxy-kiosko-t1,55,Proxy Gateway,Asia/Jakarta,23311.09,382815,362677,0.00045000,10.489990
2026-04-30,9,Scraper,kiosko.cl,kiosko-pdp,54,Kiosko/Retail,America/Santiago,0.0,12185,11236,0.00180000,20.224800
2026-04-30,9,Scraper,kiosko.pe,kiosko-pe-plp,56,Kiosko/Retail LATAM,America/Santiago,0.0,3572,3365,0.00150000,5.047500
2026-04-30,10,Account,auth.dfnet.io,bytecart-account-pool,59,Account Pool Global,UTC,0.0,18623,17751,0.00020000,3.550200
2026-04-30,10,Proxy,edge.dfproxy.net,proxy-bytecart-t1,58,Proxy Edge,Europe/Amsterdam,14416.32,185179,178748,0.00050000,7.208160
2026-04-30,10,Scraper,bytecart.io,bytecart-serp,57,Bytecart Search,UTC,0.0,46709,44002,0.00028000,12.320560
2026-04-30,11,Scraper,freshroute.id,freshroute-menu,60,Food Regular FreshRoute,Asia/Jakarta,0.0,12477,12150,0.00110000,13.365000
2026-04-30,11,Scraper,freshroute.my,freshroute-my-menu,61,Food Regular FreshRoute,Asia/Jakarta,0.0,5052,4680,0.00110000,5.148000
2026-04-30,11,Scraper,freshroute.id,freshroute-delivery,62,Logistic,Asia/Jakarta,0.0,4163,3836,0.00090000,3.452400
2026-04-30,12,Proxy,gateway.dfproxy.net,proxy-globalwear-t1,65,Proxy Gateway,UTC,8647.25,122728,114955,0.00048000,4.150680
2026-04-30,12,Scraper,globalwear.com,globalwear-pdp,63,GlobalWear/Retail,Europe/Berlin,0.0,5909,5652,0.00180000,10.173600
2026-04-30,12,Scraper,globalwear.eu,globalwear-eu-plp,64,GlobalWear/Retail EU,Europe/Berlin,0.0,3688,3462,0.00150000,5.193000
2026-04-30,13,Account,auth.dfnet.io,tokopanda-account-pool,67,Account Pool SEA,Asia/Jakarta,0.0,8587,8321,0.00020000,1.664200
2026-04-30,13,Scraper,tokopanda.co.id,tokopanda-pdp,66,Tokopanda/Retail,Asia/Jakarta,0.0,2698,2559,0.00180000,4.606200
2026-04-30,14,Account,auth.dfnet.io,pixelbay-account-pool,69,Account Pool Global,UTC,0.0,4119,4051,0.00020000,0.810200
2026-04-30,14,Scraper,pixelbay.io,pixelbay-asset,68,Pixelbay Catalog,UTC,0.0,1782,1763,0.00090000,1.586700
2026-05-01,1,Account,auth.dfnet.io,rakuza-account-pool,11,Account Pool KR,Asia/Seoul,0.0,67674,65108,0.00020000,13.021600
2026-05-01,1,Scraper,rakuza.co.kr,rakuza-pdp,1,Rakuza/Retail,Asia/Seoul,0.0,47727,46491,0.00300000,139.473000
2026-05-01,1,Scraper,m.rakuza.co.kr,rakuza-mobile-pdp,2,Rakuza/Retail,Asia/Seoul,0.0,19328,18828,0.00300000,56.484000
2026-05-01,1,Scraper,rakuza.co.kr,rakuza-plp,3,Rakuza/Retail,Asia/Seoul,0.0,32819,30615,0.00150000,45.922500
2026-05-01,1,Scraper,rakuza.com,rakuza-search,4,Rakuza Search,Asia/Seoul,0.0,26557,25920,0.00120000,31.104000
2026-05-01,1,Scraper,rakuza.com,rakuza-deal,5,Rakuza Promo,Asia/Seoul,0.0,21409,20156,0.00125000,25.195000
2026-05-01,1,Scraper,rakuza.co.kr,rakuza-seller,6,Rakuza Marketplace,Asia/Seoul,0.0,37541,35890,0.00090000,32.301000
2026-05-01,1,Scraper,rakuza.com,rakuza-review,8,Rakuza Reviews,Asia/Seoul,0.0,55587,52657,0.00060000,31.594200
2026-05-01,1,Scraper,rakuza.co.kr,rakuza-coupon,9,Rakuza Promo,Asia/Seoul,0.0,33416,31816,0.00060000,19.089600
2026-05-01,2,Proxy,gateway.dfproxy.net,proxy-vendora-t1,13,Proxy Gateway,Asia/Jakarta,81790.66,1000177,984524,0.00045000,36.805797
2026-05-01,2,Proxy,edge.dfproxy.net,proxy-vendora-t2,15,Proxy Edge,Indian/Cocos,38446.23,436430,409958,0.00050000,19.223115
2026-05-01,2,Scraper,vendora.com.br,vendora-pdp,12,Vendora/Retail,America/Sao_Paulo,0.0,38139,37908,0.00180000,68.234400
2026-05-01,2,Scraper,vendora.mx,vendora-mx-plp,14,Vendora/Retail LATAM,America/Sao_Paulo,0.0,13407,12788,0.00150000,19.182000
2026-05-01,2,Scraper,vendora.com.br,vendora-seller,16,Vendora Marketplace,America/Sao_Paulo,0.0,15931,15376,0.00090000,13.838400
2026-05-01,2,Scraper,vendora.com.br,vendora-category,18,Vendora Discovery,America/Sao_Paulo,0.0,20848,19898,0.00090000,17.908200
2026-05-01,2,Scraper,vendora.mx,vendora-review,19,Vendora Reviews,America/Sao_Paulo,0.0,23323,21620,0.00060000,12.972000
2026-05-01,3,Proxy,gateway.dfproxy.net,proxy-zenkart-t1,21,Proxy Gateway,Indian/Cocos,69136.95,764256,725340,0.00048000,33.185736
2026-05-01,3,Proxy,edge.dfproxy.net,proxy-zenkart-t2,25,Proxy Edge,Asia/Jakarta,31064.34,369408,349766,0.00050000,15.532170
2026-05-01,3,Scraper,zenkart.co.id,zenkart-pdp,20,Zenkart/Retail,Asia/Jakarta,0.0,32288,30067,0.00180000,54.120600
2026-05-01,3,Scraper,zenkart.co.id,zenkart-food,22,Food Regular Zenkart,Asia/Jakarta,0.0,13732,13365,0.00110000,14.701500
2026-05-01,3,Scraper,zenkart.sg,zenkart-sg-plp,23,Zenkart/Retail SG,Asia/Jakarta,0.0,6519,6190,0.00150000,9.285000
2026-05-01,3,Scraper,zenkart.co.id,zenkart-transport,24,Transport,Asia/Jakarta,0.0,12876,12439,0.00090000,11.195100
2026-05-01,4,Account,auth.dfnet.io,payhub-account-pool,33,Account Pool Global,UTC,0.0,77290,74978,0.00020000,14.995600
2026-05-01,4,Payments,payhub.io,payhub-retail,29,Payments/Retail,UTC,0.0,215180,202754,0.00028000,56.771120
2026-05-01,4,Payments,payhub.io,payhub-subscription,30,Payments/Subscription,UTC,0.0,112075,107588,0.00028000,30.124640
2026-05-01,4,Payments,api.payhub.io,payhub-payout,31,Payments/Payout,UTC,0.0,42005,40495,0.00032000,12.958400
2026-05-01,4,Payments,api.payhub.io,payhub-dispute,32,Payments/Dispute,UTC,0.0,31891,30681,0.00040000,12.272400
2026-05-01,5,Proxy,gateway.dfproxy.net,proxy-mercora-t1,36,Proxy Gateway,Asia/Seoul,35380.97,504313,488711,0.00045000,15.921436
2026-05-01,5,Scraper,mercora.com,mercora-pdp,34,Mercora/Retail,Europe/Moscow,0.0,29169,27294,0.00180000,49.129200
2026-05-01,5,Scraper,mercora.com,mercora-price,35,Mercora Pricing,Europe/Moscow,0.0,21248,19897,0.00120000,23.876400
2026-05-01,5,Scraper,mercora.ru,mercora-seller,37,Mercora Marketplace,Europe/Moscow,0.0,10191,9579,0.00090000,8.621100
2026-05-01,5,Scraper,mercora.ru,mercora-review,38,Mercora Reviews,Europe/Moscow,0.0,16093,15093,0.00060000,9.055800
2026-05-01,6,Payments,pay.lumina-retail.com,lumina-checkout,43,Payments/Lumina,Asia/Singapore,0.0,15853,15222,0.00028000,4.262160
2026-05-01,6,Proxy,gateway.dfproxy.net,proxy-lumina-t1,41,Proxy Gateway,UTC,25101.02,323163,318375,0.00048000,12.048490
2026-05-01,6,Scraper,lumina-retail.com,lumina-pdp,40,Lumina/Retail,Asia/Singapore,0.0,15267,14919,0.00180000,26.854200
2026-05-01,6,Scraper,luminahome.com,lumina-home-plp,42,Lumina Home,Asia/Singapore,0.0,6278,5796,0.00150000,8.694000
2026-05-01,6,Scraper,luminahome.com,lumina-review,45,Lumina Reviews,Asia/Singapore,0.0,12096,11394,0.00060000,6.836400
2026-05-01,7,Scraper,skyfare.com,skyfare-fare,46,Skyfare/Flights,Asia/Bangkok,0.0,9511,9134,0.00250000,22.835000
2026-05-01,7,Scraper,skyfare.com,skyfare-bundle,47,Skyfare Ancillary,Asia/Bangkok,0.0,8501,8062,0.00120000,9.674400
2026-05-01,7,Scraper,skyfare.com,skyfare-seat,48,Skyfare/Flights,Asia/Bangkok,0.0,7768,7328,0.00090000,6.595200
2026-05-01,7,Scraper,skyfare.com,skyfare-baggage,49,Skyfare Ancillary,Asia/Bangkok,0.0,7302,6765,0.00060000,4.059000
2026-05-01,8,Proxy,edge.dfproxy.net,proxy-nomadly-t1,51,Proxy Edge,Indian/Cocos,18719.43,185564,177177,0.00050000,9.359715
2026-05-01,8,Scraper,nomadly.travel,nomadly-hotel,50,Nomadly/Hotels,Europe/Paris,0.0,7998,7808,0.00220000,17.177600
2026-05-01,8,Scraper,nomadly.travel,nomadly-prorate,52,Nomadly Prorate,Europe/Paris,0.0,5879,5646,0.00090000,5.081400
2026-05-01,8,Scraper,nomadly.travel,nomadly-review,53,Nomadly Reviews,Europe/Paris,0.0,5721,5411,0.00060000,3.246600
2026-05-01,9,Proxy,gateway.dfproxy.net,proxy-kiosko-t1,55,Proxy Gateway,Asia/Jakarta,22861.33,368010,355680,0.00045000,10.287598
2026-05-01,9,Scraper,kiosko.cl,kiosko-pdp,54,Kiosko/Retail,America/Santiago,0.0,10721,9926,0.00180000,17.866800
2026-05-01,9,Scraper,kiosko.pe,kiosko-pe-plp,56,Kiosko/Retail LATAM,America/Santiago,0.0,3768,3581,0.00150000,5.371500
2026-05-01,10,Account,auth.dfnet.io,bytecart-account-pool,59,Account Pool Global,UTC,0.0,25609,24454,0.00020000,4.890800
2026-05-01,10,Proxy,edge.dfproxy.net,proxy-bytecart-t1,58,Proxy Edge,Europe/Amsterdam,15324.43,197204,190008,0.00050000,7.662215
2026-05-01,10,Scraper,bytecart.io,bytecart-serp,57,Bytecart Search,UTC,0.0,45180,42173,0.00028000,11.808440
2026-05-01,11,Scraper,freshroute.id,freshroute-menu,60,Food Regular FreshRoute,Asia/Jakarta,0.0,11510,11123,0.00110000,12.235300
2026-05-01,11,Scraper,freshroute.my,freshroute-my-menu,61,Food Regular FreshRoute,Asia/Jakarta,0.0,5332,4974,0.00110000,5.471400
2026-05-01,11,Scraper,freshroute.id,freshroute-delivery,62,Logistic,Asia/Jakarta,0.0,3656,3439,0.00090000,3.095100
2026-05-01,12,Proxy,gateway.dfproxy.net,proxy-globalwear-t1,65,Proxy Gateway,UTC,6516.01,91896,86623,0.00048000,3.127685
2026-05-01,12,Scraper,globalwear.com,globalwear-pdp,63,GlobalWear/Retail,Europe/Berlin,0.0,5509,5173,0.00180000,9.311400
2026-05-01,12,Scraper,globalwear.eu,globalwear-eu-plp,64,GlobalWear/Retail EU,Europe/Berlin,0.0,3226,3017,0.00150000,4.525500
2026-05-01,13,Account,auth.dfnet.io,tokopanda-account-pool,67,Account Pool SEA,Asia/Jakarta,0.0,8591,8269,0.00020000,1.653800
2026-05-01,13,Scraper,tokopanda.co.id,tokopanda-pdp,66,Tokopanda/Retail,Asia/Jakarta,0.0,2420,2355,0.00180000,4.239000
2026-05-01,14,Account,auth.dfnet.io,pixelbay-account-pool,69,Account Pool Global,UTC,0.0,3721,3608,0.00020000,0.721600
2026-05-01,14,Scraper,pixelbay.io,pixelbay-asset,68,Pixelbay Catalog,UTC,0.0,1703,1674,0.00090000,1.506600
2026-05-02,1,Scraper,rakuza.co.kr,rakuza-pdp,1,Rakuza/Retail,Asia/Seoul,0.0,48800,47346,0.00300000,142.038000
2026-05-02,1,Scraper,m.rakuza.co.kr,rakuza-mobile-pdp,2,Rakuza/Retail,Asia/Seoul,0.0,15654,15451,0.00300000,46.353000
2026-05-02,1,Scraper,rakuza.co.kr,rakuza-plp,3,Rakuza/Retail,Asia/Seoul,0.0,17258,15936,0.00150000,23.904000
2026-05-02,1,Scraper,rakuza.com,rakuza-search,4,Rakuza Search,Asia/Seoul,0.0,20545,19804,0.00120000,23.764800
2026-05-02,1,Scraper,rakuza.com,rakuza-deal,5,Rakuza Promo,Asia/Seoul,0.0,16536,15513,0.00125000,19.391250
2026-05-02,1,Scraper,rakuza.com,rakuza-sitemap,10,Rakuza Discovery,Asia/Seoul,0.0,40007,38657,0.00028000,10.823960
2026-05-02,2,Proxy,gateway.dfproxy.net,proxy-vendora-t1,13,Proxy Gateway,Asia/Jakarta,58882.62,727157,708777,0.00045000,26.497179
2026-05-02,2,Proxy,edge.dfproxy.net,proxy-vendora-t2,15,Proxy Edge,Indian/Cocos,24719.85,285002,263591,0.00050000,12.359925
2026-05-02,2,Scraper,vendora.com.br,vendora-pdp,12,Vendora/Retail,America/Sao_Paulo,0.0,35335,34730,0.00180000,62.514000
2026-05-02,2,Scraper,vendora.mx,vendora-mx-plp,14,Vendora/Retail LATAM,America/Sao_Paulo,0.0,9448,9075,0.00150000,13.612500
2026-05-02,2,Scraper,vendora.com.br,vendora-category,18,Vendora Discovery,America/Sao_Paulo,0.0,12253,11807,0.00090000,10.626300
2026-05-02,2,Scraper,vendora.mx,vendora-review,19,Vendora Reviews,America/Sao_Paulo,0.0,18373,17182,0.00060000,10.309200
2026-05-02,3,Account,auth.dfnet.io,zenkart-account-pool,28,Account Pool SEA,Asia/Jakarta,0.0,35911,33921,0.00020000,6.784200
2026-05-02,3,Proxy,gateway.dfproxy.net,proxy-zenkart-t1,21,Proxy Gateway,Indian/Cocos,43370.61,473931,455016,0.00048000,20.817893
2026-05-02,3,Scraper,zenkart.co.id,zenkart-pdp,20,Zenkart/Retail,Asia/Jakarta,0.0,23203,21898,0.00180000,39.416400
2026-05-02,3,Scraper,zenkart.co.id,zenkart-food,22,Food Regular Zenkart,Asia/Jakarta,0.0,10242,10016,0.00110000,11.017600
2026-05-02,3,Scraper,zenkart.sg,zenkart-sg-plp,23,Zenkart/Retail SG,Asia/Jakarta,0.0,6405,6016,0.00150000,9.024000
2026-05-02,3,Scraper,zenkart.co.id,zenkart-transport,24,Transport,Asia/Jakarta,0.0,7845,7665,0.00090000,6.898500
2026-05-02,3,Scraper,zenkart.co.id,zenkart-brand-store,26,Zenkart Promo,Asia/Jakarta,0.0,5974,5794,0.00125000,7.242500
2026-05-02,3,Scraper,zenkart.sg,zenkart-voucher,27,Zenkart Promo,Asia/Jakarta,0.0,14042,13520,0.00060000,8.112000
2026-05-02,4,Account,auth.dfnet.io,payhub-account-pool,33,Account Pool Global,UTC,0.0,47424,45359,0.00020000,9.071800
2026-05-02,4,Payments,payhub.io,payhub-retail,29,Payments/Retail,UTC,0.0,161303,152455,0.00028000,42.687400
2026-05-02,4,Payments,payhub.io,payhub-subscription,30,Payments/Subscription,UTC,0.0,68173,66419,0.00028000,18.597320
2026-05-02,4,Payments,api.payhub.io,payhub-payout,31,Payments/Payout,UTC,0.0,37255,35340,0.00032000,11.308800
2026-05-02,4,Payments,api.payhub.io,payhub-dispute,32,Payments/Dispute,UTC,0.0,23971,23253,0.00040000,9.301200
2026-05-02,5,Proxy,gateway.dfproxy.net,proxy-mercora-t1,36,Proxy Gateway,Asia/Seoul,33786.35,474997,466685,0.00045000,15.203858
2026-05-02,5,Scraper,mercora.com,mercora-pdp,34,Mercora/Retail,Europe/Moscow,0.0,23809,22075,0.00180000,39.735000
2026-05-02,5,Scraper,mercora.com,mercora-price,35,Mercora Pricing,Europe/Moscow,0.0,14512,13603,0.00120000,16.323600
2026-05-02,5,Scraper,mercora.ru,mercora-seller,37,Mercora Marketplace,Europe/Moscow,0.0,9785,9024,0.00090000,8.121600
